cluster_label,n_members,churn_rate,avg_churn_prob,avg_clv,avg_behavioral_clv,avg_recency,avg_hyp_score,avg_loss_aversion,avg_trajectory,n_critical_risk,clv_gap,pct_total
Moderate Risk,12775,0.04876712328767123,0.08839530600421386,7933.025031702544,6757.779299004396,0.8753816046966731,10.577812539823,0.32307588862492204,0.08331376386170906,655,1175.2457326981475,0.948051948051948
Loyal Champions,700,0.007142857142857143,0.015002550534011429,8022.184942857143,7634.188688304158,0.25,19.937515301415225,0.41144177988563113,0.0,5,387.9962545529852,0.05194805194805195
